"ID_CHAMBRE_RESA","ARRIVEE","DEPART","CHAMBRE","RESERVATION"
12848,26/01/2019,28/01/2019,59,4056
18068,28/01/2019,30/01/2019,59,6581
494,28/01/2019,31/01/2019,59,16198
17720,31/01/2019,01/02/2019,59,9377
11978,02/02/2019,03/02/2019,59,5970
12239,03/02/2019,05/02/2019,59,13970
6323,05/02/2019,07/02/2019,59,10203
12500,07/02/2019,09/02/2019,59,19393
14675,07/02/2019,08/02/2019,59,11065
3017,09/02/2019,11/02/2019,59,5069
233,11/02/2019,12/02/2019,59,9608
6062,12/02/2019,15/02/2019,59,15385
19808,18/02/2019,19/02/2019,59,14722
581,19/02/2019,21/02/2019,59,14815
8411,24/02/2019,27/02/2019,59,10425
14240,27/02/2019,01/03/2019,59,3087
1370,21/09/2019,22/09/2019,65,1801
10244,24/09/2019,27/09/2019,65,2685
7634,27/09/2019,28/09/2019,65,2421
6851,03/10/2019,04/10/2019,65,18823
9287,05/10/2019,07/10/2019,65,17078
4763,09/10/2019,10/10/2019,65,15256
12680,15/10/2019,17/10/2019,65,17416
6938,17/10/2019,18/10/2019,65,13466
13550,19/10/2019,21/10/2019,65,14099
19466,23/10/2019,25/10/2019,65,6717
14246,25/10/2019,27/10/2019,65,6210
18683,27/10/2019,28/10/2019,65,3512
11636,30/10/2019,31/10/2019,65,5938
7112,05/11/2019,08/11/2019,65,5502
1544,11/11/2019,13/11/2019,65,4923
3197,17/11/2019,19/11/2019,65,7090
13898,19/11/2019,21/11/2019,65,3057
9113,21/11/2019,23/11/2019,65,7695
848,23/11/2019,25/11/2019,65,12847
8069,30/11/2019,01/12/2019,65,2459
2414,01/12/2019,02/12/2019,65,15006
15986,03/12/2019,05/12/2019,65,11197
9809,09/12/2019,11/12/2019,65,7757
14942,12/12/2019,14/12/2019,65,4274
16508,15/12/2019,18/12/2019,65,3303
2240,18/12/2019,20/12/2019,65,1882
12941,20/12/2019,21/12/2019,65,963
17030,21/12/2019,22/12/2019,65,11300
14159,24/12/2019,27/12/2019,65,17567
2762,27/12/2019,28/12/2019,65,7043
13376,28/12/2019,31/12/2019,65,17492
326,31/12/2019,01/01/2020,65,14787
6156,01/01/2019,02/01/2019,66,7396
13551,02/01/2019,03/01/2019,66,10944
16509,03/01/2019,05/01/2019,66,17823
3198,05/01/2019,06/01/2019,66,16477
7722,06/01/2019,07/01/2019,66,5565
7461,07/01/2019,08/01/2019,66,13512
8766,08/01/2019,09/01/2019,66,5664
9984,09/01/2019,11/01/2019,66,13739
936,12/01/2019,14/01/2019,66,3756
4590,14/01/2019,15/01/2019,66,10022
2763,18/01/2019,20/01/2019,66,18432
4068,20/01/2019,22/01/2019,66,5185
5808,23/01/2019,25/01/2019,66,5363
2589,25/01/2019,26/01/2019,66,9842
17031,26/01/2019,28/01/2019,66,1352
2676,29/01/2019,31/01/2019,66,9853
16074,31/01/2019,01/02/2019,66,6384
9897,03/02/2019,06/02/2019,66,2646
14334,07/02/2019,08/02/2019,66,17583
17988,08/02/2019,11/02/2019,66,6572
9114,11/02/2019,12/02/2019,66,15661
14856,14/02/2019,17/02/2019,66,4262
3372,17/02/2019,18/02/2019,66,15110
7287,19/02/2019,20/02/2019,66,15499
6852,24/02/2019,26/02/2019,66,8251
15813,26/02/2019,27/02/2019,66,1233
17118,27/02/2019,28/02/2019,66,17880
16596,01/03/2019,02/03/2019,66,14394
1893,02/03/2019,04/03/2019,66,4953
8157,04/03/2019,05/03/2019,66,5608
7896,06/03/2019,08/03/2019,66,16941
12594,08/03/2019,09/03/2019,66,19405
19989,09/03/2019,12/03/2019,66,3659
6939,13/03/2019,15/03/2019,66,15467
8592,15/03/2019,18/03/2019,66,5646
16161,18/03/2019,21/03/2019,66,4390
8679,21/03/2019,22/03/2019,66,2516
11463,22/03/2019,23/03/2019,66,19297
19032,23/03/2019,24/03/2019,66,16081
16944,24/03/2019,25/03/2019,66,1343
10071,25/03/2019,26/03/2019,66,17160
10854,30/03/2019,02/04/2019,66,15831
3546,02/04/2019,04/04/2019,66,11931
7113,04/04/2019,05/04/2019,66,18851
16248,06/04/2019,08/04/2019,66,12361
13812,08/04/2019,10/04/2019,66,19530
12507,08/04/2019,09/04/2019,66,19394
5025,10/04/2019,11/04/2019,66,157
5721,17/04/2019,19/04/2019,66,10142
19467,19/04/2019,20/04/2019,66,12684
14595,22/04/2019,23/04/2019,66,11057
10419,23/04/2019,24/04/2019,66,8639
10941,26/04/2019,27/04/2019,66,17244
13986,27/04/2019,28/04/2019,66,12143
3894,29/04/2019,30/04/2019,66,7160
18684,30/04/2019,01/05/2019,66,16044
6069,01/05/2019,03/05/2019,66,10177
15291,05/05/2019,06/05/2019,66,17686
13638,09/05/2019,10/05/2019,66,8953
10158,12/05/2019,14/05/2019,66,13761
9810,21/05/2019,23/05/2019,66,8578
17553,24/05/2019,27/05/2019,66,14490
15030,27/05/2019,29/05/2019,66,6282
2502,29/05/2019,31/05/2019,66,5013
5547,01/06/2019,02/06/2019,66,10122
19902,02/06/2019,03/06/2019,66,14741
5112,04/06/2019,06/06/2019,66,10075
7026,06/06/2019,07/06/2019,66,15475
9462,07/06/2019,08/06/2019,66,2597
9549,12/06/2019,15/06/2019,66,13699
14160,16/06/2019,19/06/2019,66,6198
3024,19/06/2019,20/06/2019,66,13077
4851,23/06/2019,24/06/2019,66,7270
15117,24/06/2019,25/06/2019,66,12258
15378,26/06/2019,29/06/2019,66,14283
13116,29/06/2019,01/07/2019,66,980
17205,02/07/2019,05/07/2019,66,14456
7809,12/07/2019,15/07/2019,66,8353
11637,15/07/2019,16/07/2019,66,19315
4677,16/07/2019,17/07/2019,66,16619
4938,17/07/2019,20/07/2019,66,10058
17727,22/07/2019,24/07/2019,66,4546
9201,24/07/2019,26/07/2019,66,7702
12855,26/07/2019,27/07/2019,66,19432
7983,27/07/2019,28/07/2019,66,10372
6417,28/07/2019,31/07/2019,66,5423
17379,06/08/2019,08/08/2019,66,11341
11376,08/08/2019,10/08/2019,66,19289
153,08/08/2019,09/08/2019,66,11602
8244,09/08/2019,10/08/2019,66,16976
17292,11/08/2019,14/08/2019,66,14466
8505,14/08/2019,15/08/2019,66,2504
19380,14/08/2019,16/08/2019,66,4708
5634,18/08/2019,20/08/2019,66,18701
14508,25/08/2019,27/08/2019,66,19592
5373,27/08/2019,29/08/2019,66,13325
14943,27/08/2019,28/08/2019,66,6275
6504,29/08/2019,01/09/2019,66,13424
3807,04/09/2019,05/09/2019,66,7150
9723,06/09/2019,09/09/2019,66,10566
9027,09/09/2019,10/09/2019,66,8495
11550,17/09/2019,20/09/2019,66,5929
7548,21/09/2019,23/09/2019,66,7548
1458,28/09/2019,01/10/2019,66,18304
1284,07/10/2019,10/10/2019,66,16290
16422,10/10/2019,11/10/2019,66,19809
14421,12/10/2019,13/10/2019,66,9035
11985,15/10/2019,16/10/2019,66,8795
13029,20/10/2019,23/10/2019,66,17453
1980,23/10/2019,24/10/2019,66,18357
3981,26/10/2019,27/10/2019,66,7170
6678,28/10/2019,29/10/2019,66,325
18162,29/10/2019,31/10/2019,66,4591
4503,31/10/2019,01/11/2019,66,105
13203,01/11/2019,02/11/2019,66,8911
4242,05/11/2019,06/11/2019,66,11994
11202,07/11/2019,08/11/2019,66,19271
8331,08/11/2019,10/11/2019,66,7628
14682,11/11/2019,12/11/2019,66,1128
849,14/11/2019,17/11/2019,66,14848
13725,18/11/2019,20/11/2019,66,1038
15900,20/11/2019,22/11/2019,66,17750
19728,22/11/2019,24/11/2019,66,12711
16683,24/11/2019,26/11/2019,66,4447
8070,26/11/2019,28/11/2019,66,18957
588,28/11/2019,29/11/2019,66,11645
14073,02/12/2019,04/12/2019,66,4187
12333,05/12/2019,07/12/2019,66,13978
2154,10/12/2019,11/12/2019,66,9804
5460,11/12/2019,12/12/2019,66,16687
1806,13/12/2019,16/12/2019,66,9771
12420,23/12/2019,25/12/2019,66,4013
19206,25/12/2019,26/12/2019,66,6692
15118,01/01/2019,03/01/2019,67,17665
5113,03/01/2019,04/01/2019,67,169
12160,04/01/2019,07/01/2019,67,877
6505,07/01/2019,08/01/2019,67,8222
12247,08/01/2019,10/01/2019,67,2891
19990,10/01/2019,11/01/2019,67,4783
7984,12/01/2019,15/01/2019,67,18948
6853,16/01/2019,18/01/2019,67,347
10507,18/01/2019,19/01/2019,67,10646
9376,20/01/2019,21/01/2019,67,8535
17815,21/01/2019,22/01/2019,67,3427
13117,23/01/2019,24/01/2019,67,12057
3112,25/01/2019,27/01/2019,67,3961
18772,29/01/2019,30/01/2019,67,14609
2155,03/02/2019,04/02/2019,67,18374
6592,04/02/2019,07/02/2019,67,5441
11456,01/03/2019,02/03/2019,59,10735
16154,01/03/2019,03/03/2019,59,19777
9455,03/03/2019,06/03/2019,59,8543
11543,09/03/2019,12/03/2019,59,815
11282,12/03/2019,13/03/2019,59,7904
5801,13/03/2019,14/03/2019,59,18721
19112,17/03/2019,18/03/2019,59,16090
16850,19/03/2019,20/03/2019,59,1334
5279,21/03/2019,22/03/2019,59,8090
17633,22/03/2019,25/03/2019,59,9367
3191,26/03/2019,27/03/2019,59,3970
14153,27/03/2019,29/03/2019,59,9006
18764,29/03/2019,30/03/2019,59,16050
3104,30/03/2019,02/04/2019,59,16467
7106,03/04/2019,04/04/2019,59,15482
4583,05/04/2019,07/04/2019,59,13234
842,08/04/2019,10/04/2019,59,16234
19286,15/04/2019,16/04/2019,59,1567
17372,18/04/2019,21/04/2019,59,19902
1886,22/04/2019,23/04/2019,59,11776
19547,23/04/2019,25/04/2019,59,18127
3365,26/04/2019,27/04/2019,59,3989
12413,30/04/2019,03/05/2019,59,8842
13370,06/05/2019,09/05/2019,59,17490
8150,10/05/2019,13/05/2019,59,16966
8324,13/05/2019,14/05/2019,59,13588
10760,16/05/2019,17/05/2019,59,17224
18242,17/05/2019,18/05/2019,59,4600
59,18/05/2019,19/05/2019,59,12754
14066,27/05/2019,28/05/2019,59,6186
9977,28/05/2019,30/05/2019,59,2654
14414,31/05/2019,03/06/2019,59,14183
19982,03/06/2019,06/06/2019,59,6781
19634,07/06/2019,08/06/2019,59,9573
15980,08/06/2019,10/06/2019,59,19757
15806,10/06/2019,11/06/2019,59,14324
15284,10/06/2019,12/06/2019,59,3179
6497,12/06/2019,14/06/2019,59,307
15023,15/06/2019,17/06/2019,59,12247
4409,17/06/2019,18/06/2019,59,15216
7628,18/06/2019,20/06/2019,59,8331
13283,21/06/2019,23/06/2019,59,17482
1364,23/06/2019,24/06/2019,59,3800
7193,25/06/2019,27/06/2019,59,377
7367,29/06/2019,30/06/2019,59,13505
15197,30/06/2019,02/07/2019,59,9120
6236,03/07/2019,06/07/2019,59,8192
11804,06/07/2019,08/07/2019,59,19331
7976,11/07/2019,14/07/2019,59,8371
10064,17/07/2019,18/07/2019,59,10605
17981,21/07/2019,24/07/2019,59,14532
3626,24/07/2019,25/07/2019,59,5132
5714,25/07/2019,27/07/2019,59,18710
15893,29/07/2019,30/07/2019,59,3244
5453,30/07/2019,02/08/2019,59,8107
16589,02/08/2019,03/08/2019,59,14393
11195,02/08/2019,04/08/2019,59,17273
3974,04/08/2019,06/08/2019,59,7169
6758,07/08/2019,08/08/2019,59,332
15632,08/08/2019,10/08/2019,59,12305
13109,10/08/2019,11/08/2019,59,17461
8585,12/08/2019,15/08/2019,59,13609
1103,15/08/2019,16/08/2019,59,6883
4322,16/08/2019,18/08/2019,59,2086
11630,18/08/2019,19/08/2019,59,7937
2495,19/08/2019,21/08/2019,59,11833
12065,21/08/2019,23/08/2019,59,7978
12674,24/08/2019,26/08/2019,59,10868
7541,26/08/2019,29/08/2019,59,18897
4235,29/08/2019,30/08/2019,59,18580
15371,30/08/2019,01/09/2019,59,9134
2234,02/09/2019,03/09/2019,59,1881
14936,08/09/2019,09/09/2019,59,19641
5366,09/09/2019,11/09/2019,59,15325
5540,12/09/2019,15/09/2019,59,8120
19721,18/09/2019,21/09/2019,59,1607
15458,21/09/2019,22/09/2019,59,17709
18329,26/09/2019,29/09/2019,59,4609
13805,29/09/2019,01/10/2019,59,4160
9890,02/10/2019,04/10/2019,59,2645
9281,04/10/2019,05/10/2019,59,584
8237,05/10/2019,08/10/2019,59,2475
16502,08/10/2019,10/10/2019,59,17822
14501,12/10/2019,14/10/2019,59,6232
10586,14/10/2019,16/10/2019,59,5835
4931,18/10/2019,21/10/2019,59,7277
13544,22/10/2019,23/10/2019,59,1021
1016,24/10/2019,26/10/2019,59,9685
668,26/10/2019,27/10/2019,59,1729
11108,28/10/2019,29/10/2019,59,19264
15719,30/10/2019,02/11/2019,59,6350
4061,03/11/2019,04/11/2019,59,5184
7454,04/11/2019,07/11/2019,59,401
18503,08/11/2019,09/11/2019,59,6625
3713,11/11/2019,13/11/2019,59,7140
14327,15/11/2019,16/11/2019,59,14173
1625,18/11/2019,21/11/2019,59,6930
19373,21/11/2019,22/11/2019,59,14675
3800,26/11/2019,27/11/2019,59,2034
1451,28/11/2019,29/11/2019,59,4914
2582,29/11/2019,01/12/2019,59,13026
17894,01/12/2019,02/12/2019,59,17961
1973,01/12/2019,04/12/2019,59,1854
6410,05/12/2019,07/12/2019,59,2301
18938,09/12/2019,10/12/2019,59,6668
13892,10/12/2019,11/12/2019,59,12132
11891,11/12/2019,14/12/2019,59,848
1277,14/12/2019,15/12/2019,59,16289
1538,22/12/2019,24/12/2019,59,4922
19025,25/12/2019,27/12/2019,59,1541
16415,31/12/2019,02/01/2020,59,4418
13110,01/01/2019,03/01/2019,60,4083
11109,03/01/2019,04/01/2019,60,15858
7890,03/01/2019,06/01/2019,60,18938
495,06/01/2019,07/01/2019,60,12804
321,07/01/2019,08/01/2019,60,18179
10239,08/01/2019,09/01/2019,60,10625
6237,09/01/2019,10/01/2019,60,13400
11544,10/01/2019,13/01/2019,60,8744
17547,13/01/2019,14/01/2019,60,3403
2757,14/01/2019,17/01/2019,60,13046
4236,17/01/2019,18/01/2019,60,11993
12936,18/01/2019,21/01/2019,60,2962
1887,21/01/2019,24/01/2019,60,6953
9543,24/01/2019,27/01/2019,60,5735
10674,27/01/2019,30/01/2019,60,5844
16677,30/01/2019,31/01/2019,60,6447
4062,31/01/2019,03/02/2019,60,18561
13719,03/02/2019,05/02/2019,60,14116
5454,05/02/2019,07/02/2019,60,10108
17982,05/02/2019,08/02/2019,60,4571
18504,09/02/2019,10/02/2019,60,11453
16938,11/02/2019,12/02/2019,60,6472
11979,16/02/2019,18/02/2019,60,15948
15372,18/02/2019,21/02/2019,60,12282
7803,21/02/2019,23/02/2019,60,18927
16242,23/02/2019,24/02/2019,60,17790
8934,26/02/2019,27/02/2019,60,8484
2148,27/02/2019,28/02/2019,60,12973
12153,09/03/2019,10/03/2019,60,17367
5106,10/03/2019,11/03/2019,60,10074
13371,11/03/2019,12/03/2019,60,19488
6672,12/03/2019,15/03/2019,60,15442
18069,15/03/2019,16/03/2019,60,4581
12849,15/03/2019,18/03/2019,60,10885
17286,18/03/2019,19/03/2019,60,17897
234,19/03/2019,22/03/2019,60,3684
5889,22/03/2019,24/03/2019,60,18731
3627,25/03/2019,26/03/2019,60,2016
4932,27/03/2019,29/03/2019,60,13276
13023,29/03/2019,30/03/2019,60,12047
10848,31/03/2019,02/04/2019,60,7866
11457,02/04/2019,03/04/2019,60,808
2235,03/04/2019,05/04/2019,60,18382
15981,05/04/2019,06/04/2019,60,4374
16329,06/04/2019,09/04/2019,60,3285
13893,09/04/2019,10/04/2019,60,4167
9978,10/04/2019,12/04/2019,60,19152
14415,12/04/2019,15/04/2019,60,6226
13284,15/04/2019,16/04/2019,60,14074
2670,16/04/2019,18/04/2019,60,3923
19809,18/04/2019,19/04/2019,60,3624
17025,26/04/2019,27/04/2019,60,12437
6498,04/05/2019,07/05/2019,60,2308
15111,08/05/2019,10/05/2019,60,11112
3975,10/05/2019,12/05/2019,60,15177
7977,13/05/2019,15/05/2019,60,13559
8064,15/05/2019,16/05/2019,60,2458
4671,17/05/2019,19/05/2019,60,10029
8151,19/05/2019,21/05/2019,60,2467
2583,22/05/2019,25/05/2019,60,3915
1626,25/05/2019,26/05/2019,60,14915
13197,26/05/2019,27/05/2019,60,12066
19896,27/05/2019,30/05/2019,60,3640
3279,31/05/2019,03/06/2019,60,5098
17460,03/06/2019,05/06/2019,60,11350
10326,05/06/2019,07/06/2019,60,5809
408,07/06/2019,08/06/2019,60,11629
11283,08/06/2019,10/06/2019,60,17281
4149,10/06/2019,11/06/2019,60,11983
10761,14/06/2019,15/06/2019,60,7855
17634,19/06/2019,20/06/2019,60,4536
7107,21/06/2019,23/06/2019,60,18850
14241,23/06/2019,25/06/2019,60,9013
8325,28/06/2019,01/07/2019,60,8415
3018,01/07/2019,04/07/2019,60,3952
10065,04/07/2019,05/07/2019,60,2668
2061,05/07/2019,08/07/2019,60,6970
4584,08/07/2019,10/07/2019,60,111
1539,10/07/2019,12/07/2019,60,18314
10500,14/07/2019,16/07/2019,60,19196
5193,19/07/2019,20/07/2019,60,18663
7281,25/07/2019,27/07/2019,60,384
18243,27/07/2019,28/07/2019,60,17995
8238,29/07/2019,30/07/2019,60,475
19287,30/07/2019,31/07/2019,60,6700
14850,01/08/2019,03/08/2019,60,11083
6759,03/08/2019,05/08/2019,60,7461
17808,03/08/2019,04/08/2019,60,6555
3801,04/08/2019,06/08/2019,60,18539
5367,08/08/2019,09/08/2019,60,195
147,11/08/2019,14/08/2019,60,14766
9021,14/08/2019,16/08/2019,60,2557
4497,16/08/2019,18/08/2019,60,10013
15024,18/08/2019,19/08/2019,60,17655
1278,19/08/2019,22/08/2019,60,12882
18765,22/08/2019,23/08/2019,60,1518
3453,24/08/2019,26/08/2019,60,16500
11631,26/08/2019,27/08/2019,60,5937
11892,29/08/2019,30/08/2019,60,17342
7020,31/08/2019,01/09/2019,60,16843
7194,01/09/2019,03/09/2019,60,18861
16416,03/09/2019,04/09/2019,60,6419
8586,05/09/2019,08/09/2019,60,2512
12327,08/09/2019,09/09/2019,60,19378
15633,09/09/2019,11/09/2019,60,19726
6846,11/09/2019,12/09/2019,60,7472
2409,12/09/2019,14/09/2019,60,16402
6585,14/09/2019,16/09/2019,60,16802
8847,17/09/2019,20/09/2019,60,5671
60,21/09/2019,22/09/2019,60,6788
15285,23/09/2019,25/09/2019,60,9128
12675,26/09/2019,28/09/2019,60,938
11718,28/09/2019,29/09/2019,60,13924
11022,02/10/2019,05/10/2019,60,17255
3714,06/10/2019,09/10/2019,60,18530
6411,09/10/2019,10/10/2019,60,15416
1974,09/10/2019,12/10/2019,60,3855
18156,12/10/2019,14/10/2019,60,17984
19983,15/10/2019,18/10/2019,60,4781
7368,18/10/2019,19/10/2019,60,10304
14937,18/10/2019,21/10/2019,60,4272
19374,22/10/2019,24/10/2019,60,4707
2844,25/10/2019,26/10/2019,60,7051
9282,28/10/2019,29/10/2019,60,2585
6063,30/10/2019,31/10/2019,60,10176
3540,02/11/2019,04/11/2019,60,2010
19026,05/11/2019,07/11/2019,60,18077
12588,07/11/2019,09/11/2019,60,13998
1452,09/11/2019,11/11/2019,60,6915
8499,20/11/2019,21/11/2019,60,2503
4758,23/11/2019,24/11/2019,60,18622
13545,25/11/2019,28/11/2019,60,6131
18591,28/11/2019,30/11/2019,60,14594
9717,03/12/2019,05/12/2019,60,7750
14763,07/12/2019,10/12/2019,60,14219
14589,10/12/2019,11/12/2019,60,9055
11196,11/12/2019,14/12/2019,60,7898
8673,14/12/2019,15/12/2019,60,7654
16503,20/12/2019,22/12/2019,60,9245
19635,23/12/2019,24/12/2019,60,11574
7716,24/12/2019,26/12/2019,60,7565
5280,28/12/2019,30/12/2019,60,10091
17721,31/12/2019,03/01/2020,60,11378
2497,01/01/2019,02/01/2019,61,15016
6847,02/01/2019,03/01/2019,61,5472
7978,03/01/2019,04/01/2019,61,449
1192,04/01/2019,05/01/2019,61,16278
2584,05/01/2019,06/01/2019,61,9841
11110,06/01/2019,08/01/2019,61,13858
3976,08/01/2019,10/01/2019,61,11967
17983,08/01/2019,09/01/2019,61,3441
16069,09/01/2019,11/01/2019,61,6383
15634,11/01/2019,12/01/2019,61,3217
6412,17/01/2019,18/01/2019,61,16784
9805,18/01/2019,20/01/2019,61,13724
3367,21/01/2019,22/01/2019,61,7106
18679,22/01/2019,25/01/2019,61,16043
2323,25/01/2019,27/01/2019,61,3889
11197,27/01/2019,29/01/2019,61,5898
4672,29/01/2019,30/01/2019,61,8029
844,29/01/2019,31/01/2019,61,18232
6064,31/01/2019,03/02/2019,61,7387
18505,05/02/2019,08/02/2019,61,9453
5716,10/02/2019,12/02/2019,61,16713
496,13/02/2019,14/02/2019,61,1711
17461,15/02/2019,18/02/2019,61,9350
18766,18/02/2019,20/02/2019,61,11484
757,20/02/2019,22/02/2019,61,11661
3889,22/02/2019,23/02/2019,61,13164
8152,27/02/2019,02/03/2019,61,8390
7108,03/03/2019,04/03/2019,61,16853
11284,05/03/2019,08/03/2019,61,790
17374,08/03/2019,10/03/2019,61,3385
19027,08/03/2019,09/03/2019,61,16080
3193,09/03/2019,10/03/2019,61,15095
16678,11/03/2019,13/03/2019,61,9263
7456,14/03/2019,16/03/2019,61,18888
11719,17/03/2019,19/03/2019,61,2832
15721,19/03/2019,20/03/2019,61,11165
15460,20/03/2019,21/03/2019,61,12287
1714,21/03/2019,23/03/2019,61,14929
18244,25/03/2019,26/03/2019,61,19993
1018,26/03/2019,29/03/2019,61,12860
9718,29/03/2019,30/03/2019,61,10565
13459,29/03/2019,31/03/2019,61,1015
16591,01/04/2019,03/04/2019,61,6436
9892,03/04/2019,04/04/2019,61,17145
7282,07/04/2019,08/04/2019,61,10295
11806,08/04/2019,09/04/2019,61,5952
13198,09/04/2019,10/04/2019,61,17473
1627,10/04/2019,12/04/2019,61,16325
11632,12/04/2019,15/04/2019,61,13915
8239,19/04/2019,22/04/2019,61,10401
5368,25/04/2019,26/04/2019,61,8097
17722,27/04/2019,28/04/2019,61,9378
9544,01/05/2019,04/05/2019,61,19108
9370,04/05/2019,05/05/2019,61,15686
14938,05/05/2019,07/05/2019,61,12238
16504,09/05/2019,10/05/2019,61,19820
4237,11/05/2019,12/05/2019,61,13195
18592,12/05/2019,14/05/2019,61,1502
5890,14/05/2019,15/05/2019,61,16734
17896,14/05/2019,16/05/2019,61,12523
4150,16/05/2019,17/05/2019,61,15190
10849,19/05/2019,20/05/2019,61,5866
8413,22/05/2019,24/05/2019,61,492
61,24/05/2019,26/05/2019,61,4788
931,26/05/2019,28/05/2019,61,14853
8935,29/05/2019,30/05/2019,61,547
17200,31/05/2019,01/06/2019,61,9320
4063,01/06/2019,03/06/2019,61,11973
15808,03/06/2019,05/06/2019,61,12324
3106,05/06/2019,06/06/2019,61,5080
19375,11/06/2019,14/06/2019,61,18114
11980,14/06/2019,15/06/2019,61,13948
5020,14/06/2019,17/06/2019,61,15282
12937,19/06/2019,21/06/2019,61,14036
8848,21/06/2019,22/06/2019,61,538
2845,24/06/2019,25/06/2019,61,5051
16939,28/06/2019,01/07/2019,61,14429
17026,01/07/2019,02/07/2019,61,6484
1888,01/07/2019,03/07/2019,61,1846
9109,05/07/2019,08/07/2019,61,15660
13372,08/07/2019,10/07/2019,61,6113
9979,08/07/2019,09/07/2019,61,654
4324,09/07/2019,11/07/2019,61,86
17548,11/07/2019,14/07/2019,61,14489
14590,14/07/2019,15/07/2019,61,11056
13981,14/07/2019,16/07/2019,61,8987
1104,25/06/2019,27/06/2019,60,16266
15720,27/06/2019,28/06/2019,60,4350
18418,20/07/2019,21/07/2019,61,16020
13546,22/07/2019,23/07/2019,61,3022
1105,26/07/2019,29/07/2019,61,18264
15982,30/07/2019,31/07/2019,61,17760
14764,03/08/2019,04/08/2019,61,17624
16156,04/08/2019,07/08/2019,61,14352
9022,07/08/2019,08/08/2019,61,10495
12676,09/08/2019,12/08/2019,61,14008
7021,12/08/2019,13/08/2019,61,10270
3454,12/08/2019,15/08/2019,61,5113
11458,15/08/2019,17/08/2019,61,13896
8065,17/08/2019,20/08/2019,61,458
10240,20/08/2019,22/08/2019,61,5798
2149,24/08/2019,26/08/2019,61,1874
148,26/08/2019,27/08/2019,61,4796
12415,28/08/2019,29/08/2019,61,6013
13111,29/08/2019,01/09/2019,61,979
12067,01/09/2019,02/09/2019,61,17358
19288,01/09/2019,03/09/2019,61,3568
15547,05/09/2019,08/09/2019,61,11150
2236,08/09/2019,11/09/2019,61,3882
4933,12/09/2019,14/09/2019,61,18638
16417,14/09/2019,15/09/2019,61,17810
5542,15/09/2019,16/09/2019,61,18693
6499,17/09/2019,19/09/2019,61,308
13285,20/09/2019,23/09/2019,61,12074
7717,23/09/2019,24/09/2019,61,18913
8326,23/09/2019,25/09/2019,61,18979
10762,25/09/2019,26/09/2019,61,13821
4585,28/09/2019,01/10/2019,61,15235
5194,04/10/2019,07/10/2019,61,5297
17809,09/10/2019,12/10/2019,61,9387
18940,17/10/2019,20/10/2019,61,16071
11545,20/10/2019,22/10/2019,61,5928
4498,20/10/2019,23/10/2019,61,8013
10501,27/10/2019,28/10/2019,61,8645
11371,28/10/2019,29/10/2019,61,801
5629,29/10/2019,01/11/2019,61,7346
5455,01/11/2019,02/11/2019,61,13330
14851,05/11/2019,07/11/2019,61,12230
6586,09/11/2019,10/11/2019,61,8230
10936,18/11/2019,19/11/2019,61,19241
8500,19/11/2019,20/11/2019,61,19001
2758,20/11/2019,22/11/2019,61,11858
12241,22/11/2019,25/11/2019,61,7995
4411,25/11/2019,27/11/2019,61,94
3802,27/11/2019,28/11/2019,61,11952
6934,28/11/2019,30/11/2019,61,5481
16330,30/11/2019,03/12/2019,61,11234
16852,04/12/2019,06/12/2019,61,17851
2062,06/12/2019,08/12/2019,61,11797
17113,08/12/2019,11/12/2019,61,11309
7195,12/12/2019,15/12/2019,61,15490
16243,16/12/2019,17/12/2019,61,19788
10675,17/12/2019,18/12/2019,61,7845
6325,22/12/2019,24/12/2019,61,2293
10066,24/12/2019,25/12/2019,61,8605
13633,24/12/2019,26/12/2019,61,8952
7543,28/12/2019,31/12/2019,61,410
16592,01/01/2019,02/01/2019,62,17831
8414,02/01/2019,03/01/2019,62,2493
1193,03/01/2019,04/01/2019,62,9704
9110,04/01/2019,05/01/2019,62,17060
2933,05/01/2019,08/01/2019,62,7061
19550,08/01/2019,10/01/2019,62,14694
3107,10/01/2019,11/01/2019,62,11889
1019,11/01/2019,14/01/2019,62,1765
18332,14/01/2019,15/01/2019,62,11437
10502,15/01/2019,17/01/2019,62,17199
13025,17/01/2019,19/01/2019,62,17452
8675,20/01/2019,21/01/2019,62,19022
12851,21/01/2019,23/01/2019,62,4057
6848,26/01/2019,27/01/2019,62,2347
5282,27/01/2019,28/01/2019,62,5307
2324,28/01/2019,31/01/2019,62,4998
410,03/02/2019,04/02/2019,62,1700
2846,04/02/2019,05/02/2019,62,13058
9197,06/02/2019,09/02/2019,62,19067
5108,11/02/2019,13/02/2019,62,168
6500,13/02/2019,14/02/2019,62,2309
18593,15/02/2019,16/02/2019,62,11460
6674,16/02/2019,19/02/2019,62,16812
16157,24/02/2019,27/02/2019,62,12352
2498,27/02/2019,01/03/2019,62,18409
6326,02/03/2019,03/03/2019,62,8203
18854,03/03/2019,04/03/2019,62,18056
5630,04/03/2019,05/03/2019,62,2222
13982,05/03/2019,06/03/2019,62,19546
13634,06/03/2019,08/03/2019,62,6142
497,10/03/2019,11/03/2019,62,18196
4151,12/03/2019,14/03/2019,62,9983
11720,14/03/2019,15/03/2019,62,17324
3368,18/03/2019,20/03/2019,62,16494
7370,25/03/2019,26/03/2019,62,8304
17114,30/03/2019,31/03/2019,62,9309
11894,03/04/2019,04/04/2019,62,13940
8066,04/04/2019,05/04/2019,62,13565
14678,05/04/2019,06/04/2019,62,12210
